ride_id,travel_from,travel_to,car_type,max_capacity,Seats_Sold,Year,Month,Day,Weekday,Hour
11804,Kisii,Nairobi,shuttle,11,11,2017,12,8,4,10
11805,Rongo,Nairobi,Bus,49,1,2018,3,7,2,7
11806,Kisii,Nairobi,shuttle,11,11,2017,12,8,4,10
11807,Kijauri,Nairobi,shuttle,11,1,2018,3,7,2,5
11808,Kisii,Nairobi,shuttle,11,8,2017,12,8,4,9
11809,Kijauri,Nairobi,shuttle,11,1,2018,3,7,2,5
11810,Kisii,Nairobi,shuttle,11,10,2017,12,8,4,9
11811,Kisii,Nairobi,shuttle,11,11,2017,12,8,4,9
11812,Kisii,Nairobi,shuttle,11,11,2017,12,8,4,9
11814,Kisii,Nairobi,shuttle,11,7,2017,12,8,4,9
11815,Kisii,Nairobi,Bus,49,37,2017,12,8,4,7
11816,Kisii,Nairobi,shuttle,11,7,2017,12,8,4,9
11817,Kisii,Nairobi,shuttle,11,11,2017,12,8,4,8
11818,Kisii,Nairobi,shuttle,11,10,2017,12,8,4,8
11819,Rongo,Nairobi,Bus,49,3,2018,3,7,2,7
11820,Kisii,Nairobi,shuttle,11,11,2017,12,8,4,8
11821,Rongo,Nairobi,Bus,49,2,2018,3,7,2,7
11822,Kijauri,Nairobi,shuttle,11,1,2018,3,7,2,7
11823,Kisii,Nairobi,shuttle,11,11,2017,12,8,4,8
11824,Kisii,Nairobi,shuttle,11,11,2017,12,8,4,8
11825,Kijauri,Nairobi,shuttle,11,1,2018,3,7,2,6
11826,Kisii,Nairobi,shuttle,11,10,2017,12,8,4,8
11827,Kisii,Nairobi,shuttle,11,11,2017,12,8,4,7
11828,Kijauri,Nairobi,shuttle,11,1,2018,3,7,2,6
11829,Sirare,Nairobi,Bus,49,5,2018,3,7,2,6
11830,Rongo,Nairobi,Bus,49,4,2018,3,7,2,7
11831,Kijauri,Nairobi,shuttle,11,1,2018,3,7,2,5
11833,Nyachenge,Nairobi,Bus,49,2,2018,3,7,2,7
11835,Kisii,Nairobi,Bus,49,8,2017,12,8,4,19
11842,Kijauri,Nairobi,Bus,49,1,2018,3,7,2,7
11843,Kisii,Nairobi,shuttle,11,11,2017,12,8,4,7
11844,Kisii,Nairobi,shuttle,11,11,2017,12,8,4,7
11845,Kisii,Nairobi,Bus,49,8,2017,12,8,4,19
11846,Kisii,Nairobi,shuttle,11,9,2017,12,8,4,7
11847,Kisii,Nairobi,Bus,49,4,2017,12,8,4,19
11848,Kisii,Nairobi,Bus,49,6,2017,12,8,4,19
11849,Kisii,Nairobi,shuttle,11,11,2017,12,8,4,7
11850,Kisii,Nairobi,shuttle,11,11,2017,12,8,4,7
11851,Rongo,Nairobi,Bus,49,11,2018,3,8,3,6
11852,Rongo,Nairobi,Bus,49,33,2018,3,8,3,7
11853,Sirare,Nairobi,Bus,49,28,2018,3,8,3,19
11854,Homa Bay,Nairobi,Bus,49,35,2018,3,8,3,7
11855,Migori,Nairobi,Bus,49,45,2018,3,8,3,7
11856,Nyachenge,Nairobi,Bus,49,4,2018,3,8,3,7
11857,Homa Bay,Nairobi,Bus,49,6,2018,3,8,3,7
11858,Homa Bay,Nairobi,Bus,49,5,2018,3,8,3,7
11859,Kijauri,Nairobi,Bus,49,1,2018,3,8,3,7
11860,Rongo,Nairobi,Bus,49,2,2018,3,8,3,7
11861,Keroka,Nairobi,Bus,49,1,2018,3,8,3,7
11862,Kehancha,Nairobi,Bus,49,7,2018,3,8,3,7
11863,Migori,Nairobi,Bus,49,14,2018,3,8,3,7
11864,Migori,Nairobi,Bus,49,2,2018,3,8,3,7
11865,Kehancha,Nairobi,Bus,49,11,2018,3,8,3,7
11866,Kisii,Nairobi,shuttle,11,9,2017,12,8,4,6
11867,Kijauri,Nairobi,shuttle,11,3,2018,3,8,3,9
11868,Kisii,Nairobi,shuttle,11,9,2017,12,8,4,6
11869,Kisii,Nairobi,shuttle,11,7,2017,12,8,4,6
11870,Kisii,Nairobi,shuttle,11,2,2017,12,8,4,6
11871,Kisii,Nairobi,shuttle,11,2,2017,12,8,4,5
11872,Kisii,Nairobi,shuttle,11,9,2017,12,8,4,6
11875,Kisii,Nairobi,Bus,49,11,2017,12,7,3,7
11876,Kisii,Nairobi,Bus,49,1,2017,12,7,3,7
11877,Kisii,Nairobi,Bus,49,10,2017,12,7,3,7
11878,Kisii,Nairobi,Bus,49,20,2017,12,7,3,7
11879,Kijauri,Nairobi,Bus,49,3,2018,3,8,3,7
11880,Kisii,Nairobi,Bus,49,3,2017,12,7,3,7
11881,Kisii,Nairobi,shuttle,11,1,2017,12,7,3,10
11882,Kisii,Nairobi,shuttle,11,3,2017,12,7,3,10
11883,Kisii,Nairobi,shuttle,11,11,2017,12,7,3,10
11884,Kisii,Nairobi,shuttle,11,11,2017,12,7,3,10
11885,Kisii,Nairobi,Bus,49,14,2017,12,7,3,7
11886,Kisii,Nairobi,shuttle,11,11,2017,12,7,3,10
11887,Keroka,Nairobi,Bus,49,1,2018,3,8,3,7
11888,Kisii,Nairobi,shuttle,11,11,2017,12,7,3,10
11889,Kisii,Nairobi,shuttle,11,12,2017,12,7,3,10
11890,Keroka,Nairobi,Bus,49,1,2018,3,8,3,7
11891,Kisii,Nairobi,shuttle,11,11,2017,12,7,3,10
11892,Kisii,Nairobi,shuttle,11,7,2017,12,7,3,6
11893,Kijauri,Nairobi,Bus,49,2,2018,3,8,3,7
11894,Kijauri,Nairobi,shuttle,11,2,2018,3,8,3,6
11895,Rongo,Nairobi,Bus,49,1,2018,3,8,3,7
11896,Kisii,Nairobi,shuttle,11,9,2017,12,7,3,10
11897,Kisii,Nairobi,shuttle,11,11,2017,12,7,3,10
11898,Kijauri,Nairobi,shuttle,11,1,2018,3,8,3,6
11899,Homa Bay,Nairobi,Bus,49,18,2018,3,8,3,7
11900,Kisii,Nairobi,shuttle,11,11,2017,12,7,3,9
11901,Rongo,Nairobi,Bus,49,7,2018,3,8,3,7
11902,Sirare,Nairobi,Bus,49,5,2018,3,8,3,6
11903,Kijauri,Nairobi,shuttle,11,1,2018,3,8,3,5
11904,Nyachenge,Nairobi,Bus,49,1,2018,3,8,3,7
11906,Kisii,Nairobi,shuttle,11,11,2017,12,7,3,9
11909,Kisii,Nairobi,shuttle,11,11,2017,12,7,3,9
11911,Kisii,Nairobi,shuttle,11,11,2017,12,7,3,9
11915,Kisii,Nairobi,shuttle,11,11,2017,12,7,3,9
11917,Keroka,Nairobi,shuttle,11,3,2018,3,9,4,5
11918,Kisii,Nairobi,shuttle,11,10,2017,12,7,3,8
11919,Kisii,Nairobi,shuttle,11,11,2017,12,7,3,9
11920,Kisii,Nairobi,shuttle,11,11,2017,12,7,3,8
11921,Kisii,Nairobi,shuttle,11,9,2017,12,7,3,8
11922,Kisii,Nairobi,shuttle,11,11,2017,12,7,3,8
11923,Kisii,Nairobi,shuttle,11,10,2017,12,7,3,8
11924,Kisii,Nairobi,shuttle,11,10,2017,12,7,3,8
11925,Rongo,Nairobi,Bus,49,6,2018,3,9,4,7
11926,Rongo,Nairobi,Bus,49,6,2018,3,9,4,7
11927,Nyachenge,Nairobi,Bus,49,3,2018,3,9,4,7
11928,Sirare,Nairobi,Bus,49,39,2018,3,9,4,19
11929,Rongo,Nairobi,Bus,49,37,2018,3,9,4,7
11930,Rongo,Nairobi,Bus,49,1,2018,3,9,4,7
11931,Migori,Nairobi,Bus,49,45,2018,3,9,4,7
11932,Homa Bay,Nairobi,Bus,49,36,2018,3,9,4,7
11933,Homa Bay,Nairobi,Bus,49,3,2018,3,9,4,7
11934,Kisii,Nairobi,shuttle,11,10,2017,12,7,3,7
11935,Kehancha,Nairobi,Bus,49,7,2018,3,9,4,7
11936,Kisii,Nairobi,shuttle,11,10,2017,12,7,3,7
11937,Kisii,Nairobi,shuttle,11,10,2017,12,7,3,7
11938,Kisii,Nairobi,shuttle,11,10,2017,12,7,3,7
11939,Kisii,Nairobi,shuttle,11,10,2017,12,7,3,7
11940,Kisii,Nairobi,shuttle,11,11,2017,12,7,3,7
11941,Kisii,Nairobi,Bus,49,38,2017,12,7,3,19
11942,Kisii,Nairobi,Bus,49,1,2017,12,7,3,19
11943,Kisii,Nairobi,Bus,49,8,2017,12,7,3,7
11944,Kisii,Nairobi,Bus,49,14,2017,12,7,3,7
11945,Kisii,Nairobi,shuttle,11,11,2017,12,7,3,6
11946,Kisii,Nairobi,shuttle,11,5,2017,12,7,3,6
11947,Kisii,Nairobi,Bus,49,3,2017,12,7,3,19
11948,Kisii,Nairobi,shuttle,11,9,2017,12,7,3,6
11949,Kisii,Nairobi,shuttle,11,11,2017,12,7,3,6
11950,Kisii,Nairobi,shuttle,11,1,2017,12,7,3,5
11953,Kijauri,Nairobi,Bus,49,3,2018,3,9,4,7
11954,Kisii,Nairobi,Bus,49,11,2017,12,6,2,7
11955,Kisii,Nairobi,shuttle,11,11,2017,12,6,2,10
11956,Kisii,Nairobi,Bus,49,1,2017,12,6,2,7
11957,Kisii,Nairobi,shuttle,11,11,2017,12,6,2,10
11958,Kisii,Nairobi,shuttle,11,11,2017,12,6,2,10
11959,Kisii,Nairobi,shuttle,11,8,2017,12,6,2,8
11960,Kisii,Nairobi,Bus,49,10,2017,12,6,2,7
11961,Kisii,Nairobi,shuttle,11,11,2017,12,6,2,9
11962,Kisii,Nairobi,shuttle,11,11,2017,12,6,2,8
11963,Kisii,Nairobi,shuttle,11,11,2017,12,6,2,9
11964,Kisii,Nairobi,shuttle,11,10,2017,12,6,2,8
11965,Rongo,Nairobi,Bus,49,5,2018,3,9,4,7
11966,Nyachenge,Nairobi,Bus,49,2,2018,3,9,4,7
11967,Kijauri,Nairobi,shuttle,11,1,2018,3,9,4,6
11968,Rongo,Nairobi,Bus,49,2,2018,3,9,4,7
11969,Homa Bay,Nairobi,Bus,49,15,2018,3,9,4,7
11970,Kijauri,Nairobi,shuttle,11,2,2018,3,9,4,6
11971,Migori,Nairobi,Bus,49,10,2018,3,9,4,7
11972,Sirare,Nairobi,Bus,49,6,2018,3,9,4,6
11973,Kehancha,Nairobi,Bus,49,7,2018,3,9,4,7
11974,Nyachenge,Nairobi,Bus,49,1,2018,3,9,4,7
11975,Migori,Nairobi,Bus,49,1,2018,3,9,4,7
11977,Kisii,Nairobi,shuttle,11,1,2017,12,6,2,10
11978,Kisii,Nairobi,shuttle,11,11,2017,12,6,2,9
11981,Kisii,Nairobi,shuttle,11,11,2017,12,6,2,9
11982,Keroka,Nairobi,shuttle,11,1,2018,3,10,5,5
11983,Keroka,Nairobi,shuttle,11,6,2018,3,10,5,5
11984,Kisii,Nairobi,shuttle,11,11,2017,12,6,2,8
11985,Homa Bay,Nairobi,Bus,49,5,2018,3,10,5,7
11986,Nyachenge,Nairobi,Bus,49,2,2018,3,10,5,7
11987,Sirare,Nairobi,Bus,49,28,2018,3,10,5,19
11988,Kijauri,Nairobi,Bus,49,3,2018,3,10,5,7
11989,Homa Bay,Nairobi,Bus,49,31,2018,3,10,5,7
11990,Migori,Nairobi,Bus,49,38,2018,3,10,5,7
11991,Rongo,Nairobi,Bus,49,19,2018,3,10,5,7
11992,Homa Bay,Nairobi,Bus,49,1,2018,3,10,5,7
11993,Kehancha,Nairobi,Bus,49,14,2018,3,10,5,7
11994,Keroka,Nairobi,Bus,49,1,2018,3,10,5,7
11995,Kijauri,Nairobi,shuttle,11,3,2018,3,10,5,9
11996,Kijauri,Nairobi,shuttle,11,3,2018,3,10,5,9
11997,Kijauri,Nairobi,shuttle,11,2,2018,3,10,5,9
11998,Rongo,Nairobi,Bus,49,1,2018,3,10,5,7
11999,Migori,Nairobi,Bus,49,14,2018,3,10,5,7
12000,Kijauri,Nairobi,shuttle,11,4,2018,3,10,5,8
12001,Kijauri,Nairobi,shuttle,11,1,2018,3,10,5,8
12002,Keroka,Nairobi,Bus,49,1,2018,3,10,5,7
12003,Kisii,Nairobi,shuttle,11,11,2017,12,6,2,9
12004,Rongo,Nairobi,Bus,49,4,2018,3,10,5,7
12005,Migori,Nairobi,Bus,49,1,2018,3,10,5,7
12006,Nyachenge,Nairobi,Bus,49,2,2018,3,10,5,7
12007,Rongo,Nairobi,Bus,49,8,2018,3,10,5,7
12008,Sirare,Nairobi,Bus,49,4,2018,3,10,5,6
12009,Homa Bay,Nairobi,Bus,49,9,2018,3,10,5,7
12010,Kehancha,Nairobi,Bus,49,3,2018,3,10,5,7
12013,Kisii,Nairobi,shuttle,11,11,2017,12,6,2,9
12017,Kisii,Nairobi,shuttle,11,5,2017,12,6,2,7
12019,Kisii,Nairobi,shuttle,11,2,2017,12,6,2,6
12020,Sirare,Nairobi,Bus,49,46,2018,3,11,6,19
12021,Homa Bay,Nairobi,Bus,49,36,2018,3,11,6,7
12022,Nyachenge,Nairobi,Bus,49,2,2018,3,11,6,7
12023,Migori,Nairobi,Bus,49,25,2018,3,11,6,7
12024,Rongo,Nairobi,Bus,49,4,2018,3,11,6,7
12025,Keroka,Nairobi,Bus,49,1,2018,3,11,6,7
12026,Rongo,Nairobi,Bus,49,10,2018,3,11,6,7
12027,Rongo,Nairobi,Bus,49,4,2018,3,11,6,7
12028,Kehancha,Nairobi,Bus,49,20,2018,3,11,6,7
12029,Rongo,Nairobi,Bus,49,29,2018,3,11,6,7
12030,Migori,Nairobi,Bus,49,27,2018,3,11,6,7
12031,Kisii,Nairobi,shuttle,11,5,2017,12,6,2,7
12032,Kisii,Nairobi,shuttle,11,11,2017,12,6,2,6
12033,Kisii,Nairobi,shuttle,11,8,2017,12,6,2,8
12034,Kisii,Nairobi,Bus,49,27,2017,12,6,2,7
12035,Kisii,Nairobi,shuttle,11,2,2017,12,6,2,8
12036,Nyachenge,Nairobi,Bus,49,4,2018,3,11,6,7
12037,Kisii,Nairobi,shuttle,11,5,2017,12,6,2,7
12038,Kisii,Nairobi,shuttle,11,6,2017,12,6,2,7
12039,Sirare,Nairobi,Bus,49,7,2018,3,11,6,6
12040,Kisii,Nairobi,Bus,49,3,2017,12,6,2,7
12041,Kisii,Nairobi,Bus,49,1,2017,12,6,2,7
12042,Kisii,Nairobi,shuttle,11,3,2017,12,6,2,7
12043,Kisii,Nairobi,shuttle,11,3,2017,12,6,2,5
12046,Kisii,Nairobi,Bus,49,2,2017,12,5,1,7
12047,Kisii,Nairobi,shuttle,11,11,2017,12,5,1,10
12048,Kisii,Nairobi,shuttle,11,10,2017,12,5,1,11
12049,Kisii,Nairobi,Bus,49,15,2017,12,5,1,7
12050,Kisii,Nairobi,Bus,49,10,2017,12,5,1,7
12051,Kisii,Nairobi,Bus,49,1,2017,12,5,1,7
12052,Kisii,Nairobi,Bus,49,9,2017,12,5,1,7
12053,Kisii,Nairobi,shuttle,11,10,2017,12,5,1,10
12054,Kisii,Nairobi,shuttle,11,11,2017,12,5,1,10
12055,Kisii,Nairobi,shuttle,11,11,2017,12,5,1,10
12056,Kisii,Nairobi,shuttle,11,10,2017,12,5,1,10
12057,Keroka,Nairobi,Bus,49,1,2018,3,11,6,7
12058,Kisii,Nairobi,shuttle,11,8,2017,12,5,1,10
12059,Kisii,Nairobi,shuttle,11,11,2017,12,5,1,10
12060,Kisii,Nairobi,shuttle,11,11,2017,12,5,1,10
12061,Kisii,Nairobi,shuttle,11,7,2017,12,5,1,10
12062,Kisii,Nairobi,shuttle,11,9,2017,12,5,1,10
12063,Kisii,Nairobi,shuttle,11,11,2017,12,5,1,10
12064,Kisii,Nairobi,shuttle,11,10,2017,12,5,1,10
12065,Kisii,Nairobi,shuttle,11,11,2017,12,5,1,10
12066,Kisii,Nairobi,shuttle,11,11,2017,12,5,1,9
12067,Kisii,Nairobi,shuttle,11,11,2017,12,5,1,9
12068,Kisii,Nairobi,shuttle,11,11,2017,12,5,1,9
12069,Kisii,Nairobi,shuttle,11,11,2017,12,5,1,9
12070,Kisii,Nairobi,shuttle,11,5,2017,12,5,1,9
12071,Kisii,Nairobi,shuttle,11,8,2017,12,5,1,10
12072,Kisii,Nairobi,shuttle,11,10,2017,12,5,1,10
12073,Kisii,Nairobi,shuttle,11,8,2017,12,5,1,8
12074,Kijauri,Nairobi,Bus,49,1,2018,3,11,6,7
12075,Kisii,Nairobi,shuttle,11,10,2017,12,5,1,8
12077,Kisii,Nairobi,Bus,49,30,2017,12,5,1,7
12078,Kisii,Nairobi,shuttle,11,11,2017,12,5,1,9
12079,Homa Bay,Nairobi,Bus,49,19,2018,3,11,6,7
12080,Kijauri,Nairobi,shuttle,11,1,2018,3,11,6,6
12081,Kijauri,Nairobi,shuttle,11,1,2018,3,11,6,6
12082,Kijauri,Nairobi,shuttle,11,2,2018,3,11,6,6
12083,Homa Bay,Nairobi,Bus,49,7,2018,3,11,6,7
12084,Kijauri,Nairobi,shuttle,11,2,2018,3,11,6,6
12085,Kijauri,Nairobi,shuttle,11,1,2018,3,11,6,5
12086,Kijauri,Nairobi,shuttle,11,1,2018,3,11,6,5
12087,Kijauri,Nairobi,shuttle,11,1,2018,3,11,6,5
12088,Kijauri,Nairobi,shuttle,11,1,2018,3,11,6,5
12089,Nyachenge,Nairobi,Bus,49,1,2018,3,11,6,7
12090,Kehancha,Nairobi,Bus,49,3,2018,3,11,6,7
12098,Migori,Nairobi,Bus,49,43,2018,3,12,0,7
12099,Migori,Nairobi,Bus,49,15,2018,3,12,0,7
12100,Nyachenge,Nairobi,Bus,49,1,2018,3,12,0,7
12101,Homa Bay,Nairobi,Bus,49,11,2018,3,12,0,7
12102,Sirare,Nairobi,Bus,49,35,2018,3,12,0,19
12103,Homa Bay,Nairobi,Bus,49,39,2018,3,12,0,7
12104,Rongo,Nairobi,Bus,49,14,2018,3,12,0,7
12105,Homa Bay,Nairobi,Bus,49,4,2018,3,12,0,7
12106,Kijauri,Nairobi,Bus,49,6,2018,3,12,0,7
12107,Kisii,Nairobi,shuttle,11,6,2017,12,5,1,8
12108,Keroka,Nairobi,Bus,49,2,2018,3,12,0,7
12109,Kisii,Nairobi,shuttle,11,1,2017,12,5,1,7
12110,Kisii,Nairobi,shuttle,11,6,2017,12,5,1,8
12111,Keroka,Nairobi,Bus,49,3,2018,3,12,0,7
12112,Keroka,Nairobi,Bus,49,1,2018,3,12,0,7
12113,Kisii,Nairobi,shuttle,11,1,2017,12,5,1,5
12116,Kisii,Nairobi,Bus,49,26,2017,12,4,0,7
12117,Kisii,Nairobi,Bus,49,9,2017,12,4,0,7
12118,Kisii,Nairobi,Bus,49,24,2017,12,4,0,7
12119,Kisii,Nairobi,Bus,49,30,2017,12,4,0,7
12120,Kehancha,Nairobi,Bus,49,6,2018,3,12,0,7
12121,Kisii,Nairobi,shuttle,11,11,2017,12,4,0,10
12122,Kisii,Nairobi,Bus,49,1,2017,12,4,0,7
12123,Kisii,Nairobi,shuttle,11,11,2017,12,4,0,10
12124,Kisii,Nairobi,shuttle,11,11,2017,12,4,0,10
12125,Kisii,Nairobi,shuttle,11,1,2017,12,4,0,6
12126,Kisii,Nairobi,shuttle,11,5,2017,12,4,0,9
12127,Kisii,Nairobi,shuttle,11,4,2017,12,4,0,9
12128,Kisii,Nairobi,shuttle,11,9,2017,12,4,0,9
12129,Keroka,Nairobi,Bus,49,1,2018,3,12,0,7
12130,Kisii,Nairobi,shuttle,11,6,2017,12,4,0,10
12131,Kisii,Nairobi,shuttle,11,8,2017,12,4,0,10
12132,Kisii,Nairobi,shuttle,11,4,2017,12,4,0,5
12133,Kisii,Nairobi,shuttle,11,9,2017,12,4,0,10
12134,Nyachenge,Nairobi,Bus,49,1,2018,3,12,0,7
12135,Kisii,Nairobi,shuttle,11,4,2017,12,4,0,9
12136,Kisii,Nairobi,shuttle,11,6,2017,12,4,0,8
12137,Kisii,Nairobi,shuttle,11,11,2017,12,4,0,9
12138,Rongo,Nairobi,Bus,49,3,2018,3,12,0,7
12139,Kisii,Nairobi,shuttle,11,4,2017,12,4,0,7
12140,Homa Bay,Nairobi,Bus,49,14,2018,3,12,0,7
12141,Rongo,Nairobi,Bus,49,6,2018,3,12,0,7
12142,Nyachenge,Nairobi,Bus,49,2,2018,3,12,0,7
12143,Kehancha,Nairobi,Bus,49,4,2018,3,12,0,7
12144,Rongo,Nairobi,Bus,49,3,2018,3,12,0,7
12145,Kisii,Nairobi,shuttle,11,8,2017,12,4,0,8
12147,Kisii,Nairobi,shuttle,11,6,2017,12,4,0,9
12153,Keroka,Nairobi,shuttle,11,1,2018,3,13,1,5
12154,Kisii,Nairobi,shuttle,11,7,2017,12,4,0,8
12155,Kisii,Nairobi,shuttle,11,7,2017,12,4,0,8
12156,Kisii,Nairobi,shuttle,11,7,2017,12,4,0,8
12157,Sirare,Nairobi,Bus,49,47,2018,3,13,1,19
12158,Homa Bay,Nairobi,Bus,49,25,2018,3,13,1,7
12159,Kisii,Nairobi,shuttle,11,5,2017,12,4,0,8
12160,Migori,Nairobi,Bus,49,48,2018,3,13,1,7
12161,Rongo,Nairobi,Bus,49,5,2018,3,13,1,7
12162,Kehancha,Nairobi,Bus,49,21,2018,3,13,1,7
12163,Rongo,Nairobi,Bus,49,7,2018,3,13,1,7
12164,Migori,Nairobi,Bus,49,1,2018,3,13,1,7
12165,Nyachenge,Nairobi,Bus,49,4,2018,3,13,1,7
12166,Kisii,Nairobi,shuttle,11,5,2017,12,4,0,7
12167,Kisii,Nairobi,shuttle,11,4,2017,12,4,0,7
12168,Rongo,Nairobi,Bus,49,4,2018,3,13,1,7
12169,Kisii,Nairobi,shuttle,11,1,2017,12,4,0,6
12170,Kisii,Nairobi,shuttle,11,2,2017,12,4,0,6
12174,Kijauri,Nairobi,shuttle,11,1,2018,3,13,1,10
12175,Migori,Nairobi,Bus,49,10,2018,3,13,1,7
12176,Homa Bay,Nairobi,Bus,49,2,2018,3,13,1,7
12177,Kijauri,Nairobi,Bus,49,2,2018,3,13,1,7
12179,Keroka,Nairobi,Bus,49,1,2018,3,13,1,7
12183,Kisii,Nairobi,Bus,49,1,2017,12,3,6,7
12185,Kisii,Nairobi,shuttle,11,10,2017,12,3,6,10
12186,Kisii,Nairobi,shuttle,11,11,2017,12,3,6,10
12187,Kijauri,Nairobi,Bus,49,3,2018,3,13,1,7
12188,Kisii,Nairobi,shuttle,11,6,2017,12,3,6,10
12189,Kisii,Nairobi,shuttle,11,6,2017,12,3,6,10
12190,Kisii,Nairobi,shuttle,11,10,2017,12,3,6,10
12191,Kisii,Nairobi,shuttle,11,7,2017,12,3,6,10
12192,Kisii,Nairobi,shuttle,11,6,2017,12,3,6,10
12193,Kisii,Nairobi,shuttle,11,1,2017,12,3,6,10
12194,Kisii,Nairobi,shuttle,11,4,2017,12,3,6,10
12195,Kisii,Nairobi,shuttle,11,5,2017,12,3,6,9
12196,Kisii,Nairobi,shuttle,11,10,2017,12,3,6,8
12197,Kisii,Nairobi,shuttle,11,11,2017,12,3,6,10
12198,Kisii,Nairobi,shuttle,11,2,2017,12,3,6,8
12199,Kisii,Nairobi,shuttle,11,5,2017,12,3,6,10
12200,Kijauri,Nairobi,shuttle,11,1,2018,3,13,1,6
12201,Kisii,Nairobi,shuttle,11,11,2017,12,3,6,9
12202,Kisii,Nairobi,shuttle,11,6,2017,12,3,6,9
12203,Kisii,Nairobi,shuttle,11,9,2017,12,3,6,9
12204,Rongo,Nairobi,Bus,49,2,2018,3,13,1,7
12205,Kisii,Nairobi,shuttle,11,5,2017,12,3,6,9
12206,Homa Bay,Nairobi,Bus,49,16,2018,3,13,1,7
12207,Sirare,Nairobi,Bus,49,6,2018,3,13,1,6
12208,Kehancha,Nairobi,Bus,49,1,2018,3,13,1,7
12209,Kijauri,Nairobi,shuttle,11,1,2018,3,13,1,5
12210,Rongo,Nairobi,Bus,49,1,2018,3,13,1,7
12211,Kisii,Nairobi,shuttle,11,7,2017,12,3,6,9
12217,Kisii,Nairobi,shuttle,11,9,2017,12,3,6,8
12218,Nyachenge,Nairobi,Bus,49,4,2018,3,14,2,7
12219,Rongo,Nairobi,Bus,49,4,2018,3,14,2,7
12220,Sirare,Nairobi,Bus,49,30,2018,3,14,2,19
12221,Homa Bay,Nairobi,Bus,49,34,2018,3,14,2,7
12222,Migori,Nairobi,Bus,49,38,2018,3,14,2,7
12223,Kijauri,Nairobi,Bus,49,2,2018,3,14,2,7
12224,Homa Bay,Nairobi,Bus,49,2,2018,3,14,2,7
12225,Rongo,Nairobi,Bus,49,12,2018,3,14,2,7
12226,Homa Bay,Nairobi,Bus,49,1,2018,3,14,2,7
12227,Rongo,Nairobi,Bus,49,4,2018,3,14,2,7
12228,Keroka,Nairobi,Bus,49,1,2018,3,14,2,7
12229,Kehancha,Nairobi,Bus,49,12,2018,3,14,2,7
12230,Kisii,Nairobi,shuttle,11,1,2017,12,3,6,5
12233,Kisii,Nairobi,Bus,49,23,2017,12,2,5,7
12234,Kisii,Nairobi,shuttle,11,2,2017,12,2,5,6
12235,Kisii,Nairobi,shuttle,11,1,2017,12,2,5,10
12236,Kisii,Nairobi,shuttle,11,2,2017,12,2,5,10
12237,Kisii,Nairobi,Bus,49,3,2017,12,2,5,7
12238,Kisii,Nairobi,shuttle,11,3,2017,12,2,5,10
12241,Migori,Nairobi,Bus,49,7,2018,3,14,2,7
12242,Rongo,Nairobi,Bus,49,3,2018,3,14,2,7
12243,Kijauri,Nairobi,shuttle,11,1,2018,3,14,2,5
12244,Nyachenge,Nairobi,Bus,49,3,2018,3,14,2,7
12245,Sirare,Nairobi,Bus,49,7,2018,3,14,2,6
12246,Kisii,Nairobi,shuttle,11,2,2017,12,2,5,10
12247,Kisii,Nairobi,shuttle,11,3,2017,12,2,5,5
12248,Kisii,Nairobi,shuttle,11,1,2017,12,2,5,6
12249,Kisii,Nairobi,shuttle,11,1,2017,12,2,5,8
12250,Kisii,Nairobi,shuttle,11,1,2017,12,2,5,10
12251,Rongo,Nairobi,Bus,49,4,2018,3,14,2,7
12252,Homa Bay,Nairobi,Bus,49,17,2018,3,14,2,7
12253,Kehancha,Nairobi,Bus,49,8,2018,3,14,2,7
12257,Kisii,Nairobi,shuttle,11,5,2017,12,2,5,7
12259,Kisii,Nairobi,shuttle,11,4,2017,12,2,5,5
12260,Nyachenge,Nairobi,Bus,49,1,2018,3,15,3,7
12261,Sirare,Nairobi,Bus,49,29,2018,3,15,3,19
12262,Kijauri,Nairobi,Bus,49,4,2018,3,15,3,7
12263,Sirare,Nairobi,Bus,49,4,2018,3,15,3,6
12264,Migori,Nairobi,Bus,49,37,2018,3,15,3,7
12265,Migori,Nairobi,Bus,49,24,2018,3,15,3,7
12266,Migori,Nairobi,Bus,49,5,2018,3,15,3,7
12268,Homa Bay,Nairobi,Bus,49,24,2018,3,15,3,7
12269,Homa Bay,Nairobi,Bus,49,1,2018,3,15,3,7
12270,Rongo,Nairobi,Bus,49,7,2018,3,15,3,7
12271,Kehancha,Nairobi,Bus,49,8,2018,3,15,3,7
12273,Kisii,Nairobi,shuttle,11,1,2017,12,2,5,9
12277,Kisii,Nairobi,Bus,49,8,2017,12,1,4,7
12278,Kisii,Nairobi,shuttle,11,11,2017,12,1,4,11
12279,Kisii,Nairobi,shuttle,11,10,2017,12,1,4,11
12280,Kisii,Nairobi,shuttle,11,10,2017,12,1,4,11
12281,Kisii,Nairobi,shuttle,11,10,2017,12,1,4,11
12282,Kisii,Nairobi,shuttle,11,8,2017,12,1,4,11
12283,Kisii,Nairobi,shuttle,11,3,2017,12,1,4,11
12284,Kisii,Nairobi,shuttle,11,11,2017,12,1,4,11
12285,Kisii,Nairobi,shuttle,11,11,2017,12,1,4,11
12286,Nyachenge,Nairobi,Bus,49,3,2018,3,15,3,7
12287,Kisii,Nairobi,shuttle,11,6,2017,12,1,4,11
12288,Kisii,Nairobi,shuttle,11,6,2017,12,1,4,8
12290,Kisii,Nairobi,shuttle,11,9,2017,12,1,4,10
